profile_idx,age,region,risk_score
935,60,0,0.17891602616162594
936,70,2,0.4274859431904511
937,20,0,0.46797187896330716
938,72,3,0.24384652131118412
939,73,0,0.03575444320699839
940,33,3,0.23484409359460623
941,56,2,0.3294054905149182
942,31,2,0.9756990811431936
943,61,4,0.6763214403900396
944,46,2,0.3899741613457822
945,49,4,0.012852758367438377
946,68,3,0.8661928593948961
947,22,2,0.17041821307248728
948,36,0,0.8810888212286686
949,59,2,0.4873668073870786
950,59,4,0.7335535441138324
951,66,0,0.16015577276698345
952,19,4,0.7441991449006151
953,69,3,0.797386800724358
954,54,4,0.06212193859439574
955,48,1,0.8673802225245131
956,28,1,0.6820011113781361
957,38,0,0.23532414998786455
958,35,1,0.9276640671860997
959,31,3,0.44271803066219995
960,36,2,0.2094280026491595
961,38,0,0.43756842849381394
962,39,2,0.9840337023351493
963,58,1,0.8035486796174379
964,68,3,0.18758228221651352
965,68,1,0.27148086505249713
966,28,2,0.017975284289576066
967,32,2,0.8654295979328264
968,73,3,0.3182963541227761
969,25,3,0.3516349247480618
970,43,3,0.935290832472807
971,31,2,0.8381117249186493
972,34,1,0.9191517966746487
973,36,1,0.9800042565876791
974,49,0,0.2199892120565914
975,64,2,0.4025831056145893
976,53,0,0.30796520800854554
977,26,0,0.036791758797841356
978,67,0,0.9444368833122659
979,23,2,0.6672687055029362
980,48,0,0.3582214863915839
981,61,2,0.5815793742460369
982,32,4,0.6598579664588734
983,75,4,0.6367429167660709
984,57,1,0.07016944653470436
985,68,4,0.0632577450312759
986,44,1,0.43200747276611806
987,32,2,0.7868709132474953
988,22,2,0.8969616269838802
989,26,2,0.46650023330074264
990,54,4,0.8583084508132884
991,36,1,0.49972168765887903
992,47,3,0.27783598588056435
993,63,3,0.20014314974399394
994,74,3,0.904742303843309
995,18,1,0.012143408187460514
996,73,2,0.9171795030658142
997,73,4,0.6466814349104112
998,52,4,0.559269919119696
999,76,0,0.6268720795402791
1000,76,1,0.9834359785388023
1001,32,4,0.9920723112344004
1002,70,4,0.7563993254714652
1003,74,2,0.46622747946477583
1004,57,4,0.862441456198326
1005,50,1,0.25476427542831603
1006,25,2,0.24037757901792034
1007,37,4,0.9559356455569865
1008,47,1,0.8423013526135288
1009,57,3,0.5040038441605453
1010,51,0,0.473337147059511
1011,65,1,0.061196681872666914
1012,75,1,0.0023217836534266123
1013,79,4,0.0598547506071474
1014,43,2,0.8897996122896682
1015,26,0,0.29186459983114565
1016,78,2,0.169428968326908
1017,40,3,0.12512630071746722
1018,41,1,0.8878641031126157
1019,23,4,0.27245179366265204
1020,50,4,0.3195051181186087
1021,26,0,0.09366760540810037
1022,71,4,0.4052098258114297
1023,19,2,0.9765100584258377
1024,44,4,0.9516090375647729
1025,47,4,0.26485947216206596
1026,68,3,0.9479362503142672
1027,39,2,0.9808527109960943
1028,57,2,0.8083077582651592
1029,76,4,0.6433276165068051
1030,65,3,0.9411963441988965
1031,74,4,0.7450538488310889
1032,71,4,0.8129336306949091
1033,67,1,0.6814589193804242
1034,42,1,0.23754529700658367
1035,59,2,0.9870743147256823
1036,23,0,0.590490298195047
1037,32,0,0.9044971845447749
1038,33,3,0.9993030061690303
1039,70,3,0.166534442238629
1040,56,4,0.0486643681478196
1041,55,0,0.4821892891963503
1042,57,1,0.5840207987171351
1043,75,3,0.459276514373262
1044,61,1,0.07662805551700769
1045,32,1,0.7175701077181641
1046,46,0,0.09097103496047154
1047,33,1,0.12671948822552925
1048,36,0,0.5548594099371402
1049,23,3,0.11365890337276885
1050,68,4,0.0848891582521939
1051,52,0,0.8852738128179549
1052,55,1,0.7628665255838581
1053,37,1,0.11099966052981225
1054,30,2,0.7379231940284778
1055,40,2,0.30250988318337235
1056,41,3,0.8923718569959894
1057,42,3,0.9008351089585747
1058,50,2,0.5548397578173655
1059,28,3,0.12634242050183608
1060,33,3,0.46567740396448365
1061,73,1,0.778443936270858
1062,48,1,0.8716589795373832
1063,70,2,0.9685730810216513
1064,43,1,0.13981916291329266
1065,42,2,0.20208790662079368
1066,67,0,0.7854287556380237
1067,57,1,0.3680909463758886
1068,62,4,0.08535593769639038
1069,64,2,0.9145462871596853
1070,39,2,0.2671784871081614
1071,71,1,0.5289472324529728
1072,69,3,0.9042665741310253
1073,37,1,0.7447228891244465
1074,65,0,0.6152955995959352
1075,32,0,0.6295920510885803
1076,45,3,0.06215179216338651
1077,20,3,0.31742900796203044
1078,38,3,0.5237911478550719
1079,76,0,0.09216793698230519
1080,43,0,0.736292234606486
1081,61,1,0.5314004655847457
1082,30,1,0.08452903768672093
1083,61,1,0.922719667666105
1084,29,1,0.23907829085059562
1085,62,3,0.23558996318090675
1086,48,1,0.3472377337947343
1087,71,4,0.16180341827311195
1088,50,0,0.2668220403960839
1089,36,2,0.34918303630880265
1090,54,4,0.9896495359341952
1091,49,0,0.8143465170525775
1092,24,0,0.6674302979705733
1093,77,1,0.2064137028526548
1094,51,2,0.5429624190160803
1095,64,4,0.07462374426250884
1096,47,4,0.8485171189527597
1097,61,3,0.5739149678783572
1098,73,0,0.2456423493307247
1099,66,3,0.459345362909964
1100,25,3,0.42353856048450444
1101,44,3,0.6780884761072582
1102,57,2,0.6302401186126335
1103,77,4,0.8453124627838208
1104,44,3,0.5783724484825472
1105,23,0,0.5069571119902723
1106,67,2,0.5675941493685619
1107,40,2,0.3523849217168008
1108,45,0,0.5608759864512488
1109,78,4,0.6173180176043735
1110,77,0,0.15659994998584204
1111,57,1,0.06141153061499338
1112,80,0,0.2094362459178568
1113,59,1,0.1753881721369649
1114,25,2,0.9566888708530273
1115,76,4,0.09649762788687666
1116,68,0,0.3174335778561297
1117,36,2,0.9881134103293642
1118,51,4,0.4497312883450143
1119,67,0,0.4626455737151881
1120,22,2,0.2639164449801451
1121,61,4,0.5594397146728782
1122,58,3,0.853715788399704
1123,46,0,0.4392389753193775
1124,29,3,0.48558317916144844
1125,51,4,0.3470444774560222
1126,51,3,0.9368015702544871
1127,20,4,0.37003274357023064
1128,61,3,0.5677222424518278
1129,52,2,0.8876781909424698
1130,72,4,0.7514896546178382
1131,18,1,0.5444885113366827
1132,34,4,0.03268266703161171
1133,20,0,0.5127339602302918
1134,57,0,0.06465832392067261
1135,32,1,0.7387616347276413
1136,73,2,0.570002824839183
1137,73,2,0.7038387713470153
1138,66,0,0.12936607429575997
1139,34,4,0.1713135559054354
1140,56,1,0.5462984629455908
1141,24,1,0.06923962279764684
1142,76,4,0.16045644609521348
1143,21,4,0.8258298358239735
1144,74,2,0.8953529425065053
1145,40,0,0.9260890851175652
1146,24,3,0.16149318045110428
1147,36,0,0.9338876496332451
1148,56,1,0.1069682307092158
1149,32,3,0.6477156370947946
1150,68,0,0.9368094958202334
1151,70,3,0.1843435566800462
1152,53,0,0.445534780770514
1153,78,2,0.6140924616670241
1154,45,4,0.8509281541404781
1155,40,2,0.6613832498756965
1156,46,2,0.2360027806006877
1157,19,1,0.8927973901415275
1158,65,3,0.8264435090519541
1159,39,1,0.45724450758455737
1160,26,3,0.8722382778387787
1161,39,0,0.3739450168095888
1162,78,1,0.8859890126513746
1163,73,1,0.6032870505948558
1164,73,4,0.8219655971908132
1165,57,3,0.0521358869197831
1166,67,2,0.17390551944824495
1167,53,3,0.42435426545412425
1168,25,0,0.2164922339922687
1169,73,4,0.8316049776013847
1170,25,4,0.4685693588110853
1171,42,1,0.6288265547511821
1172,20,4,0.1799726815336129
1173,69,1,0.2525248680881582
1174,55,0,0.08396660313748872
1175,22,3,0.5631629528726256
1176,21,3,0.5175943116342625
1177,21,4,0.37646265829455405
1178,67,1,0.6870396702628226
1179,22,2,0.11034354190474294
1180,76,2,0.5612892518477813
1181,57,0,0.2640456196101397
1182,25,0,0.4061684843080615
1183,26,4,0.6599887355686664
1184,79,1,0.6411325025984292
1185,43,1,0.1689293775606585
1186,58,3,0.4376418891219226
1187,45,2,0.046551275123297375
1188,36,0,0.8775436293447386
1189,26,0,0.20688516000677604
1190,57,0,0.26215777797403494
1191,74,2,0.32549357827385106
1192,21,0,0.19709488152297072
1193,50,3,0.19391521302480397
1194,55,3,0.3471207976342676
1195,51,2,0.07098603890888233
1196,46,1,0.42457766062041613
1197,65,0,0.4947474449911917
1198,29,2,0.7434755279383108
1199,69,3,0.5144928710057696
1200,38,4,0.2757539159061023
1201,66,3,0.7501803715621773
1202,51,2,0.731530343792101
1203,19,2,0.5485969795163244
1204,42,2,0.9866101608532831
1205,57,0,0.828985778647196
1206,18,2,0.15501754892025366
1207,51,1,0.8900786327451082
1208,62,1,0.31631391219806915
1209,80,1,0.9943842413781845
1210,80,4,0.5954994195423791
1211,52,0,0.20992786897464044
1212,67,2,0.013198040377542575
1213,75,0,0.8314436739864439
1214,23,2,0.7228544474692118
1215,73,3,0.37970967290366187
1216,52,1,0.8285032149905281
1217,31,2,0.7461806105904507
1218,41,3,0.6464883714710102
1219,20,2,0.9961357082642514
1220,77,0,0.43115220322700554
1221,35,3,0.1424983133953578
1222,42,2,0.472412079218561
1223,25,3,0.7839251791494866
1224,33,1,0.8811888031564813
1225,31,0,0.9359750537195183
1226,63,2,0.3440840083370642
1227,64,0,0.6736669687757139
1228,42,0,0.6922746024538642
1229,30,1,0.6629174255499115
1230,57,2,0.7600088873551495
1231,46,1,0.2570336068686049
1232,31,0,0.25907426883394236
1233,69,4,0.9176770080983249
1234,25,1,0.8312056787405734
1235,33,4,0.6603028812721131
1236,56,3,0.6659832523919935
1237,39,0,0.4918324918347825
1238,40,1,0.048248989168786394
1239,50,4,0.4093872693035614
1240,80,0,0.34767589650138764
1241,47,2,0.21622301463212346
1242,70,1,0.46764025913434104
1243,67,0,0.9652792816041386
1244,28,0,0.3654910164562527
1245,45,0,0.9978468787523191
1246,67,4,0.3460061726900159
1247,60,0,0.19146384330190414
1248,52,1,0.5862627370535657
1249,55,0,0.6065936623608591
1250,32,1,0.6933758457360312
1251,77,4,0.18566485050371384
1252,28,0,0.4678761366666514
1253,35,2,0.001822047858961784
1254,48,0,0.03748815635976066
1255,62,3,0.10375285271614554
1256,41,0,0.9438235373490715
1257,52,0,0.8558386270900774
1258,74,0,0.8406170104836016
1259,51,4,0.7072466432957613
1260,53,3,0.2194715632532721
1261,60,4,0.9101308891083323
1262,47,3,0.1839406007863864
1263,49,3,0.8059986463881962
1264,46,3,0.2704918101853926
1265,61,0,0.07076686062086057
1266,28,4,0.012298410180601627
1267,32,3,0.8564614304578199
1268,36,4,0.4334703230943353
1269,58,3,0.9918124743805918
1270,55,3,0.0674111429970482
1271,43,2,0.37123392647410847
1272,67,1,0.03282644494048392
1273,38,1,0.23072792575925216
1274,66,2,0.7914770823554855
1275,20,1,0.6953524486375551
1276,33,1,0.87764857469738
1277,34,1,0.324105949324367
1278,60,3,0.8342839341172077
1279,60,0,0.8201328138039053
1280,54,3,0.49608461287306493
1281,75,3,0.405394780623312
1282,55,0,0.6189861412158666
1283,74,0,0.8590253755438279
1284,46,0,0.6612445486828058
1285,62,0,0.8751549564507698
1286,77,4,0.7240689542671148
1287,74,0,0.1358137079531997
1288,30,0,0.9715039022760227
1289,52,1,0.19665633620030487
1290,41,1,0.4572964264211704
1291,64,0,0.384418823653499
1292,33,4,0.5782459465361268
1293,59,0,0.25855108076450817
1294,39,2,0.8988304994162515
1295,34,4,0.142678711617082
1296,48,3,0.31250495416138413
1297,54,2,0.4088909804902895
1298,18,0,0.7588873484606706
1299,66,2,0.4823623579453742
1300,20,1,0.6307554935342433
1301,37,3,0.6903268657467863
1302,66,0,0.6322156071671381
1303,21,0,0.4654475733934943
1304,50,2,0.567185494499074
1305,27,1,0.9628247690021775
1306,66,4,0.9429192252587526
1307,28,1,0.16939915530476812
1308,72,0,0.3331196965642381
1309,35,1,0.4870370394739735
1310,72,4,0.76265389196622
1311,64,4,0.9069426644274969
1312,58,4,0.8919464749232603
1313,47,1,0.037594215207748305
1314,43,2,0.5602781333698003
1315,24,2,0.48913273827261117
1316,61,0,0.2576956598259038
1317,45,3,0.6125896022818097
1318,21,0,0.3875888279339179
1319,25,3,0.8281046170377289
1320,35,0,0.25755536520194156
1321,58,1,0.6522257999944022
1322,38,3,0.09514685905918197
1323,46,4,0.865128908519462
1324,29,0,0.7459103525611966
1325,74,1,0.4596803709662315
1326,20,0,0.5374514617097922
1327,51,2,0.2162658527826835
1328,79,1,0.06610739726221959
1329,65,3,0.5062595193571557
1330,49,4,0.2529007183762978
1331,57,4,0.6016491974160254
1332,75,4,0.8755921306208087
1333,44,2,0.21144447243998776
1334,77,4,0.3047657023724303
1335,42,3,0.7845706360158943
1336,76,0,0.46653623793594057
1337,56,2,0.15616810494350464
1338,71,3,0.478727336753054
1339,45,1,0.7330783558950197
1340,33,2,0.3543566712633778
1341,22,2,0.6241492936334135
1342,19,2,0.9626244218808574
1343,53,0,0.569404794695705
1344,28,0,0.651136905251568
1345,59,0,0.8195543264513331
1346,71,4,0.6766129296991162
1347,48,3,0.322857852052281
1348,59,2,0.8127258870638426
1349,79,1,0.6563316068696771
1350,34,4,0.7804468205337535
1351,62,2,0.47021556068223114
1352,55,4,0.46674139172020057
1353,50,1,0.11978699298665241
1354,72,2,0.38405012533624416
1355,57,4,0.4169262359113852
1356,59,3,0.7722353017213069
1357,32,3,0.612934041220213
1358,68,2,0.5820765626621913
1359,64,3,0.23174820505452742
1360,18,4,0.1130021716727666
1361,62,2,0.39356805099624015
1362,22,2,0.48073851566706227
1363,49,3,0.45003447082071735
1364,71,0,0.06757392592558442
1365,40,4,0.7757763853284292
1366,63,0,0.528815808682533
1367,53,0,0.29936912050971687
1368,51,2,0.7133197206203831
1369,24,0,0.23382320816518765
1370,30,3,0.4224860747385323
1371,39,0,0.25577214579784757
1372,57,0,0.8322465210836538
1373,36,3,0.9680234702555229
1374,39,2,0.5142022322845572
1375,32,3,0.023730073682085795
1376,55,0,0.5038503396362732
1377,29,3,0.05010439686420887
1378,36,4,0.608443527430515
1379,73,2,0.4928020979877977
1380,55,1,0.1532339692718626
1381,28,2,0.2459044728076355
1382,44,2,0.5099824768620324
1383,22,1,0.45029832076638365
1384,43,4,0.8751087872517617
1385,18,3,0.9427802342853208
1386,35,3,0.47782502191772824
1387,35,0,0.6791470454220417
1388,54,3,0.24866632365533325
1389,25,3,0.7550997210336441
1390,34,2,0.5017860835106541
1391,38,3,0.049177608776760695
1392,54,0,0.9389479097144771
1393,65,2,0.8036606294660524
1394,22,0,0.857441290544104
1395,80,4,0.6493526350106508
1396,43,1,0.40954105024125365
1397,49,1,0.19093249411837998
1398,42,4,0.9104861790789437
1399,74,4,0.06851213592323269
1400,30,2,0.42854368097726137
1401,47,2,0.9105184798828959
1402,52,4,0.09162953500482607
1403,66,3,0.9219892543451889
1404,71,3,0.8925661064707595
1405,68,1,0.11746586345150845
1406,60,4,0.7069909617194837
1407,54,4,0.909106400218757
1408,78,1,0.9435660852096238
1409,22,4,0.2160391512586851
1410,45,3,0.9477699324499198
1411,54,2,0.29468278460332575
1412,24,1,0.4368773270228201
1413,40,3,0.3301910042933879
1414,75,0,0.24638752147660126
1415,19,4,0.9064150952140393
1416,66,4,0.5810826233253362
1417,21,0,0.9902420270844998
1418,69,4,0.5497542017168574
1419,54,1,0.36253083860020074
1420,80,0,0.8692512921043325
1421,63,2,0.46457190074306465
1422,60,2,0.735210117223953
1423,18,2,0.4066918675240345
1424,66,4,0.8203636650347689
1425,34,1,0.656430262519278
1426,48,0,0.286234135386625
1427,29,2,0.283097753879606
1428,51,1,0.9269381988257145
1429,74,3,0.8953573737312023
1430,39,2,0.6433979675716098
1431,43,2,0.749629007143841
1432,62,1,0.41137810420047116
1433,77,2,0.1210295885787056
1434,50,1,0.45878858695509184
1435,72,1,0.3273137309071432
1436,61,2,0.9172382640844009
1437,78,3,0.8274144116568849
1438,72,2,0.7733991468941277
1439,26,0,0.9001970656265202
1440,33,1,0.1130669010813895
1441,34,4,0.059510582453933814
1442,36,0,0.08357670117568972
1443,78,4,0.02735584494465637
1444,63,1,0.9325627620576049
1445,30,2,0.7956340936776785
1446,36,2,0.36312063240366677
1447,56,4,0.15501900015097192
1448,37,4,0.9407687259503187
1449,36,3,0.10448797983001856
1450,25,4,0.36549232116450603
1451,68,4,0.8075075719395799
1452,43,4,0.5867505278180697
1453,50,0,0.1496765611769132
1454,31,3,0.41536933753399063
1455,37,3,0.6236869048166724
1456,43,0,0.6169582329526878
1457,75,0,0.8911011659539685
1458,49,2,0.0993683294833001
1459,26,3,0.20339150078300805
1460,23,0,0.7292397467674965
1461,50,2,0.3323984248090569
1462,71,3,0.1293016371950204
1463,63,0,0.571078251127261
1464,76,1,0.39725971358360823
1465,70,0,0.14876691565267386
1466,60,0,0.8603442441156647
1467,52,2,0.05181948750437604
1468,73,3,0.786849555107899
1469,52,1,0.9635875508955553
1470,58,3,0.2210070818240759
1471,42,3,0.7931276201932381
1472,55,1,0.20458441295262542
1473,43,4,0.2520654153920322
1474,49,2,0.3113979196881348
1475,37,2,0.864252696266197
1476,71,0,0.12808456024020765
1477,51,3,0.8610540621225786
1478,29,1,0.5601615935627762
1479,76,4,0.3159292737571704
1480,65,3,0.6541756871762147
1481,37,2,0.7048238411493525
1482,71,4,0.24879790491632747
1483,43,0,0.20088248671099174
1484,26,4,0.4957718174821363
1485,62,2,0.36481884949230015
1486,59,4,0.43914914712646447
1487,43,2,0.1028347541271214
1488,29,1,0.5511479157148897
1489,46,1,0.31528902518674407
1490,43,0,0.6481168434963333
1491,75,4,0.29415047360881486
1492,69,3,0.8708087921874623
1493,36,3,0.8158970663303459
1494,28,2,0.6027002367645152
1495,33,0,0.4850870203107741
1496,49,4,0.7468831650197708
1497,25,1,0.8086521629214118
1498,75,1,0.8212718343607377
1499,21,0,0.357216723191492
1500,60,0,0.5095430648616184
1501,70,1,0.508056718453179
1502,39,1,0.445699782583896
1503,67,0,0.5046490038543061
1504,48,1,0.4983336707679781
1505,74,4,0.5869530150343847
1506,21,3,0.8666978561165702
1507,77,0,0.9288031229065301
1508,29,3,0.5744190872462943
1509,37,4,0.4542328118256641
1510,74,0,0.016395193779007444
1511,54,1,0.38618330248029753
1512,39,2,0.8253440830445962
1513,49,1,0.7806166246984817
1514,74,2,0.3947047744375263
1515,19,3,0.880639926357007
1516,36,2,0.24515582385788193
1517,75,1,0.7379160510614167
1518,19,4,0.657559019135343
1519,41,4,0.18120477670694535
1520,35,4,0.7899453223270382
1521,29,3,0.23512282523919625
1522,35,2,0.07399929855813114
1523,66,3,0.10799074484765658
1524,33,4,0.8102338122091325
1525,41,4,0.5196838105074878
1526,26,3,0.4253453648202211
1527,45,0,0.8408582433829719
1528,45,4,0.9267491957488583
1529,62,0,0.4782361792863796
1530,18,2,0.180146656233381
1531,52,1,0.058639721622446794
1532,78,4,0.4405304423234404
1533,58,0,0.7529136010543662
1534,34,4,0.8967242677710854
1535,75,2,0.43118692510444334
1536,22,4,0.22901724197079532
1537,45,2,0.28828819570625397
1538,78,1,0.47967908092265965
1539,77,0,0.9893267498364742
1540,18,2,0.42328581163959933
1541,39,3,0.7889381177081592
1542,66,4,0.5250975553966336
1543,30,2,0.7481923323825
1544,32,4,0.536904889578164
1545,64,1,0.95457464717811
1546,68,2,0.8894097516785917
1547,47,3,0.10763927353067981
1548,54,4,0.7650760534923668
1549,41,2,0.5599485006485887
1550,58,0,0.659647575074991
1551,31,1,0.15395514260764487
1552,50,2,0.1901343545204902
1553,58,2,0.43303386715886294
1554,34,2,0.6379650389478485
1555,63,2,0.3686861959892447
1556,54,1,0.79680446125535
1557,70,3,0.26570097886623445
1558,67,2,0.468665315433761
1559,74,1,0.8188132723155142
1560,65,1,0.16039385935009154
1561,26,0,0.1081119357094591
1562,26,2,0.7312086634805891
1563,21,1,0.6102657426765311
1564,65,0,0.24981031741747428
1565,78,0,0.725688290557375
1566,42,2,0.3815033611662162
1567,28,4,0.5402748024022014
1568,58,3,0.547741595489839
1569,59,2,0.6353545370865443
1570,41,2,0.32129765084542494
1571,21,2,0.7098482881886227
1572,58,2,0.56234592196796
1573,69,0,0.9750016348510763
1574,67,1,0.31050553455051866
1575,28,3,0.4426972655659306
1576,20,2,0.717032933774887
1577,26,3,0.8496117960208995
1578,54,1,0.9998059218524694
1579,56,1,0.6910759252676544
1580,54,4,0.04069423157822716
1581,18,1,0.43225394348023916
1582,59,1,0.810822080400535
1583,59,3,0.16097832552680258
1584,33,3,0.16502008914709188
1585,61,0,0.6303976819430565
1586,61,1,0.4430750028732322
1587,38,0,0.969455281810593
1588,56,0,0.30056978507104515
1589,50,0,0.805198173690882
1590,31,3,0.032232362492292554
1591,53,4,0.18485390065096696
1592,53,2,0.4884506572963375
1593,43,1,0.12869232539069553
1594,62,2,0.5441937925275205
1595,76,2,0.09574762916434709
1596,76,0,0.5371322374813245
1597,43,3,0.5465951058960666
1598,27,1,0.6179336125193254
1599,37,1,0.43798434190109714
1600,57,3,0.7813279166858079
1601,44,4,0.6392787035660541
1602,49,2,0.47965886236264443
1603,48,1,0.948544350884129
1604,72,0,0.917806113406154
1605,50,3,0.15806397796522298
1606,61,0,0.9897360106168067
1607,45,3,0.3169768762698809
1608,65,4,0.029265677981390126
1609,23,0,0.8224170182478922
1610,32,2,0.7917165219301899
1611,30,1,0.6371665743909032
1612,19,1,0.5251405466962156
1613,74,3,0.003951641516761972
1614,43,4,0.47198873544554976
1615,26,3,0.5432428101898661
1616,63,1,0.31089476866369803
1617,62,1,0.6045747655913127
1618,41,0,0.08431802515737374
1619,75,1,0.9909408643881302
1620,32,4,0.546850008437716
1621,56,3,0.8642041013267674
1622,41,2,0.9778078697272361
1623,29,3,0.9704282229880697
1624,29,1,0.7697539009862256
1625,21,4,0.7359687322502029
1626,46,4,0.5065881095363346
1627,54,2,0.7861457644414539
1628,58,1,0.23532898453901396
1629,37,4,0.2257234764561834
1630,32,2,0.9681481873394189
1631,29,4,0.9787735921029806
1632,71,3,0.9842444172512469
1633,68,1,0.5154780557593525
1634,42,2,0.9641933862610597
1635,69,4,0.8419683493403209
1636,69,0,0.9071805380626402
1637,73,0,0.2717380823251653
1638,25,2,0.5814907572329787
1639,24,1,0.25746749811000313
1640,26,2,0.3241341691578642
1641,23,3,0.25151533824154126
1642,80,4,0.5443847938477617
1643,66,0,0.8370923671040267
1644,56,3,0.6784184630028893
1645,22,2,0.3631988823941671
1646,68,3,0.5459756910790775
1647,67,3,0.9713588029325423
1648,24,2,0.6637290551308929
1649,73,4,0.07090760442467836
1650,27,0,0.6336711556235393
1651,53,3,0.6107583680591882
1652,52,2,0.7295629934301505
1653,33,3,0.8879174207100641
1654,29,3,0.9523095406655266
1655,19,1,0.02835166495961361
1656,76,2,0.8460359905032073
1657,25,1,0.08268046788262962
1658,66,4,0.8399901800935415
1659,20,2,0.09546010504755331
1660,32,3,0.6980304307392179
1661,57,1,0.3484304530770439
1662,80,1,0.8804738237372264
1663,34,3,0.746985153754582
1664,56,3,0.9784290833207815
1665,31,0,0.8664146613797992
1666,33,1,0.32560234073534455
1667,49,4,0.7044134477569148
1668,67,4,0.8517606421854939
1669,63,1,0.39847211204829525
1670,74,3,0.18919445512883692
1671,55,1,0.5268290196790723
1672,69,2,0.600676706573439
1673,44,0,0.7038926677702863
1674,29,1,0.5704071295603724
1675,34,1,0.006035231050216083
1676,72,2,0.8206152907582941
1677,28,1,0.06873797543381788
1678,56,2,0.4136220652376006
1679,24,3,0.30261700890749
1680,71,3,0.39716772875664574
1681,54,3,0.32139190450621236
1682,21,3,0.9480123174709094
1683,28,2,0.004600097751370491
1684,46,4,0.4792120907933791
1685,32,4,0.06033402282207434
1686,45,0,0.8776551441638167
1687,62,4,0.7156936456728215
1688,65,2,0.3272515482510727
1689,30,4,0.8766642453345453
1690,66,2,0.6589370095135018
1691,23,3,0.5136130244918745
1692,21,4,0.598249723681047
1693,24,4,0.9189017848822053
1694,44,3,0.9774855916438122
1695,67,1,0.9337671480601702
1696,27,3,0.16170378651800998
1697,32,2,0.8899045520395741
1698,63,3,0.9372408289252477
1699,43,3,0.36293958799517867
1700,63,4,0.39651799478336935
1701,69,3,0.8487498177625639
1702,45,0,0.8313688988593162
1703,60,3,0.31831294467905624
1704,78,2,0.9507373834022805
1705,46,1,0.2567408703405919
1706,50,4,0.011030185202988596
1707,43,2,0.32957558645540175
1708,42,1,0.7773851427374945
1709,68,1,0.8727103576335383
1710,18,2,0.6447649998915994
1711,75,1,0.20750001890101966
1712,21,4,0.25968969676816467
1713,48,3,0.3854925231242292
1714,48,1,0.6519847889438685
1715,45,3,0.07252804346061237
1716,43,3,0.0035376701577557457
1717,61,3,0.9589684303980814
1718,65,4,0.9502664696849171
1719,48,0,0.30178580642275277
1720,18,4,0.6458894839441546
1721,33,0,0.08606863715718993
1722,49,1,0.4837218047465579
1723,46,4,0.7315658230071568
1724,25,4,0.8320925719484864
1725,19,4,0.27518634695741706
1726,57,2,0.9592370193424624
1727,77,4,0.9638607272408953
1728,31,2,0.5589996185424694
1729,18,4,0.5727654444547627
1730,19,0,0.7326641476611874
1731,25,1,0.19046793188431488
1732,38,3,0.9367502242048246
1733,36,3,0.41145296380820984
1734,50,4,0.8669341002709313
1735,32,3,0.7257603349512574
1736,63,1,0.21921093767211253
1737,54,2,0.4454171621547883
1738,18,2,0.7935818607253066
1739,74,4,0.41506359061866305
1740,22,0,0.2529533151548832
1741,73,2,0.6572628143144208
1742,29,3,0.8229869485166658
1743,76,1,0.24256140295851092
1744,40,2,0.6068541289671749
1745,59,2,0.2391150400462957
1746,39,3,0.7750123409482019
1747,57,3,0.6438780069901915
1748,64,4,0.35830775156857086
1749,39,4,0.019446415142287843
1750,30,1,0.9064755189578485
1751,23,2,0.14755199466378666
1752,26,3,0.7786171924166331
1753,42,1,0.14031888189977293
1754,20,3,0.8342874274228808
1755,65,2,0.04213241606843776
1756,63,0,0.5886970503752005
1757,29,3,0.7504352385621114
1758,45,4,0.9176477774097266
1759,73,2,0.004380258335364373
1760,26,1,0.22861750599265795
1761,59,4,0.764563932623829
1762,72,4,0.4750643799433121
1763,24,4,0.37338142366920846
1764,67,0,0.49233786216516495
1765,53,4,0.2190176033563671
1766,31,4,0.14834891140897388
1767,70,3,0.49194135941908423
1768,39,4,0.4803056700384273
1769,26,1,0.6871096787086295
1770,61,1,0.9903175260492341
1771,41,3,0.10766047396403533
1772,19,1,0.3289269806215913
1773,26,4,0.4298618360176657
1774,79,0,0.3876577398138712
1775,48,4,0.07385207023988094
1776,65,0,0.3101680760027923
1777,53,0,0.35773942782948176
1778,59,3,0.7801688794798911
1779,57,2,0.8840776250106634
1780,54,4,0.5582773748827603
1781,65,0,0.2551467263516909
1782,52,2,0.7167415425793526
1783,45,3,0.5180472274673781
1784,62,0,0.08139830162608153
1785,53,4,0.9510239545811653
1786,46,2,0.8091787270652955
1787,43,2,0.7708485716829778
1788,78,4,0.8261727878229034
1789,29,3,0.5647058340951827
1790,72,1,0.8324298348874888
1791,77,4,0.35043767418601335
1792,66,4,0.1141230789807296
1793,21,1,0.18373010028190806
1794,43,0,0.6022832357452944
1795,20,3,0.30276513855295795
1796,45,3,0.3263747291431265
1797,50,2,0.8140959512007316
1798,64,1,0.7472830727375175
1799,57,2,0.7327990265732319
1800,65,1,0.2978375065861889
1801,45,4,0.02968849801427287
1802,20,3,0.008982847189196064
1803,23,3,0.6715643001681663
1804,79,3,0.12562795024173756
1805,31,0,0.9627371052058855
1806,58,0,0.9624902388429111
1807,80,1,0.9122569640145296
1808,18,3,0.788362788986906
1809,28,2,0.1444244074669624
1810,75,1,0.6094470780727923
1811,44,1,0.5676677466245262
1812,45,1,0.8768690706465165
1813,46,3,0.0894142374905138
1814,26,2,0.1151327858608131
1815,20,3,0.5004221671371124
1816,19,3,0.8106566641420114
